IMO Number;Type of Vessel;Gross Tonnage;Year of Built;Flag;Port of Registry;INTLREG Class ID;Owner;Representatives;Call Sign;Classification;Areas in which ship is certified;Ship Builders;Place of Built;Hull Material;Net Tonnage;Deadweight;Length (m);Depth (m);Draft (m);Passengers No.;Engine Type/ No of Engines;Number of Shaft
8741399;Fishing Vessel;198;NOV 1998;Senegal;Port of Dakar;21UFF013;HISEPEC;21UFF013;6WHC;BV;A1;;;;59;0.000;27.100;3.400;0.000;0;  /  0;0
5278432;Special Purpose Ship;2180;JUN 1958;St Kitts & Nevis;Basseterre;21SPS001;The Sinbad Navigation Company DMCC;21SPS001;V4OT4;Others;A1+A2;Haarlemsche Scheepsbouw Mij. N.V. - Haarlem;Netherlands;Steel;656.2;;82.000;7.400;4.900;0;4 stroke  /  3;1
NA;Barge/Pontoon;653;JAN 2009;Bahrain;;10NNO006;Arab Shipbuilding & Repair Yard Co. (Asry);10NNO006;N/A;IS;;ARAB SHIPBUILDING AND REPAIR YARD (ASRY);;Steel;196;1305.000;42.000;3.000;2.100;0;  /  0;0
9101467;Oil Tanker;4974;JAN 1995;Palau;Malakal Harbor;13NTY006;Gold Advance Corp;13NTY006;T8A2630;IS;A1+A2+A3;SINGAMARINE DOCKYARD & ENGINEERING PTD LTD;SINGAPORE;Steel;2351;4999.000;110.000;8.000;7.760;0;4 stroke  /  1;0
9363431;General Cargo Ship;6925;APR 2007;Palau;Malakal Harbor;20IGG098;RUI HAI INTERNATIONAL SHIPPING CO.,LIMITED;20IGG098;T8A3410;IS;A1+A2+A3;SHIN KURUSHIMA DOCKYARD CO.,LTD;IMABARI,JAPAN;Steel;3273;10278.000;103.630;13.600;9.080;0;Other  /  1;1
9305829;Supply Boat/Vessel;489;SEP 2004;Panama;Panama;21ITS001;Apollo Offshore Marine Corp.;21ITS001;HP9796;BV;A1+A2+A3;Chantiers Piriou - Concarneau;France;Steel;146;307.000;33.600;4.200;3.390;0;  /  0;1
NA;Barge/Pontoon;1938;JAN 1982;St Kitts & Nevis;Basseterre;23UNB004;Transpporte Monreale, C.A;23UNB004;;Others;A1;;;Steel;968;;79.500;3.680;2.820;0;  /  0;0
NA;Dredger;67;JAN 1992;Bahrain;Bahrain;21OYF001;Kingdom Sand Dredging And Washing Co. W.L.L.;21OYF001;A9D3255;None Or Unclassed;;;HOLLAND;;67;;19.500;1.000;;0;  /  0;0
9211664;Oil Tanker;4357;APR 2001;St Kitts & Nevis;Basseterre;19IOH008;Dijla Marine Inc;19IOH008;V4ZC3;BV;A1+A2+A3;Celiktekne Tuzla;Turkey;;2063;6712.600;106.090;8.400;;0;  /  0;0
NA;Barge/Pontoon;1946;OCT 1988;St Kitts & Nevis;Basseterre;23UNB005;Albayrak Denizcilik Ve Gemi Isletmeciligi AS;23UNB005;V4JI5;Others;A1;;United Kingdom;Steel;1210;;81.070;5.640;4.790;0;  /  0;0
9142320;Oil Tanker;5367;NOV 1996;Palau;Malakal Harbor;21IOC003;ARMINA SHIPPING DMCC;21IOC003;T8A3664;DNV;A1+A2+A3;Usuki Shipyard Co Ltd;JAPAN;Steel;2594;8758.000;112.000;10.000;7.510;0;2 stroke  /  1;1
9225031;Bulk Carrier;40570;JAN 2000;St Kitts & Nevis;;00IBB001;;00IBB001;;RINA;;;;;0;;;;;0;  /  0;0
8881266;General Cargo Ship;1846;JAN 1983;Palau;Malakal Harbor;15NGG022;Poseidon Ltd;15NGG022;T8A2058;IS;A1+A2+A3;Rybinsk Shipyard;Rybinsk, Russia;Steel;554;2755.000;;6.000;4.100;0;4 stroke  /  1;2
7222229;Ro-Ro Cargo Ship;4656;AUG 1972;Cook Islands;Avatiu;21IYQ004;United Sails SA;21IYQ004;E5U4295;RINA;A1+A2;Trosvik Verksted;Norway;Steel;3252;2500.000;106.500;9.690;4.510;36;  /  0;0
8230429;General Cargo Ship;2516;JAN 1979;Panama;Panama;20SGG199;Marlin Denizcilik Teknik Danismanlik Hizmetleri Limited Sirketi;20SGG199;3FWU5;INSB;A1+A2;SLOVENSKE LODENICE;KOMARNO, CZECHOSLOVAKIA;Steel;1096;3375.000;107.350;5.500;3.780;0;4 stroke  /  2;2
9076387;Bulk Carrier;16446;JAN 1994;Palau;Malakal Harbor;19IBA001;SONAR SHIPPING AND MANAGMENT SERVICES LTD;19IBA001;T8A3309;RINA;A1+A2+A3;Mitsubishi Heavy Industries Ltd.;JAPAN;Steel;9409;27308.000;;13.300;9.500;0;  /  0;1
9230581;Fishing Vessel;498;APR 2000;Oman;Sultan Qaboos;21OFF029;Al Midrar Fishing Company LLC;21OFF029;A4DD2;None Or Unclassed;A1+A2;LIEN CHERNG SHIPBUILDING CO.,LTD.;KAOHSIUNG,TAIWAN,ROC;Steel;160;451.500;53.450;3.650;3.500;0;  /  0;0
9123843;General Cargo Ship;7673;MAY 1995;Palau;Malakal Harbor;22SDG014;ASENA SHIPPING COMPANY S.A;22SDG014;T8A4103;Others;A1+A2+A3;Higaki Shipbuilding Co, Ltd;JAPAN;Steel;3860;8977.000;114.110;13.200;7.430;0;  /  0;1
9074822;General Cargo Ship;25676;JUL 1995;St Kitts & Nevis;Basseterre;20CGG328;J. INTERNATIONAL SHIPPING INC.;20CGG328;V4FF4;IS;A1+A2+A3;Namura Shipbuilding Co Ltd;Japan;Steel;13991;42529.000;177.420;16.200;11.540;0;Other  /  2;1
9254460;Bulk Carrier;30011;OCT 2002;Panama;Panama;20IBB215;ASL LISA SHIPPING LIMITED;20IBB215;3EMB5;NK;;TSUNEISHI SHIPBUILDING CO.LTD;FILIPINAS;;17843;;;;;0;  /  0;0
9133422;General Cargo Ship;18202;APR 1998;Panama;Panama;21IDG012;ASL SHANGHAI SHIPPING LIMITED;21IDG012;3FHB2;PRS;A1+A2+A3;3-MAYRUEKA SHIPYARD;CROACIA;;9246;22258.000;169.820;13.800;9.320;0;  /  0;0
7382988;Oil Tanker/Asphalt Carrier;5746;MAY 1976;Panama;Panama;19STK334;ASPHALT PRINCESS SHIPPING LINES INC.;19STK334;3EKY3;PhRS;A1+A2+A3;Anker Verft Glommen A/S Fredrikstad;Fredrikstad - Norway;Steel;3048;9748.000;127.200;9.980;7.880;0;2 stroke  /  1;1
9233791;Crude Oil Tanker;160083;FEB 2003;Panama;Panama;20IOA001;Monte Nero Management S.A;20IOA001;3FHY9;ABS;A1+A2+A3;;;;109604;309449.000;332.970;31.250;22.520;0;  /  0;0
NA;Barge/Pontoon;1877;MAY 2012;Palau;Malakal Harbor;22UNB003;HONG KONG RIVER ENGINEERING COMPANY LIMITED;22UNB003;T8A3401;BKI;A1;PT.ASL SHIPYARD INDONESIA;BATAM,INDONESIA;Steel;564;4356.800;70.220;4.880;3.920;0;  /  1;0
8870578;General Cargo Ship;1439;JUL 1993;Palau;Malakal Harbor;22UDG007;WINNER JOIN LTD.;22UDG007;T8A3937;Others;A1+A2;Watanabe Shipbuilding Co., Ltd.;Japan;Steel;668;1500.000;78.000;7.050;4.200;0;4 stroke  /  1;1
9112789;Passenger;38557;JUN 1996;Palau;Malakal Harbor;22NPD001;GOODWING SHIPPING Ltd.;22NPD001;T8A3965;IS;A1+A2+A3;Kvaener Masa-Yards Oy/Turku;Finland;Steel;17766;3752.000;193.340;11.400;6.000;1339;4 stroke  /  4;2
8404501;Fishing Vessel;3413;FEB 1985;Belize;Belize City;23SFF003;ASTRID SHIPPING CO, LTD;23SFF003;V3ZY3;BV;A1+A2+A3;FRISIAN SHIPYARD WELGELEGEN B.V.;Netherlands;;1399;3350.000;97.770;9.020;5.600;0;  /  0;0
9368754;General Cargo Ship;1993;JAN 2007;Palau;Malakal Harbor;23IDG021;Asteras Shipping SA;23IDG021;T8A4506;KR;A1+A2+A3;Qingdao Hyundai Shipbuilding Co Ltd;China;Steel;910;2707.000;79.990;7.000;5.200;0;4 stroke  /  1;1
9136539;Bulk Carrier;15935;JAN 1997;Palau;Malakal Harbor;22IBA002;VESTER SHIP HOLDING LTD.;22IBA002;T8A3775;NK;A1+A2+A3;IMABARI SHIPPBUILDING, CO. LTD. ;JAPAN;;9568;26551.000;169.510;13.650;9.790;0;  /  0;1
9009097;General Cargo Ship;5470;JAN 1990;Palau;Malakal Harbor;13NGG123;East Bridge Maritime INC.;13NGG123;T8A2975;IS;A1+A2+A3;HIGAKI SHIPBUILDING CO LTD;JAPAN;Steel;2737;6921.000;98.180;13.000;8.200;0;4 stroke  /  1;0
9130470;Oil Tanker;3627;JAN 1996;Palau;Malakal Harbor;19NTY169;ATH TRADING S.L;19NTY169;T8A3814;IS;A1+A2+A3;KVAERNER GOVAN;GLASGOW, UK;Steel;1892;6249.000;96.250;9.000;6.510;0;4 stroke  /  1;1
9228277;General Cargo Ship;4724;JAN 2000;Palau;Malakal Harbor;19NGG129;Fairwind Navigation Ltd.;19NGG129;T8A2821;IS;A1+A2;Shin Kurushima Dockyard Co. Ltd.;JAPAN;Steel;2812;7716.000;99.920;8.900;7.240;0;4 stroke  /  1;1
9305104;Bulk Carrier;40485;SEP 2006;Panama;Panama;21IBA011;Sea Trade Marine S.A;21IBA011;3E3540;ABS;A1+A2+A3;Hudong Shipyards;China;;25884;74475.000;225.000;19.600;14.250;0;  /  0;0
7512595;Oil Tanker;1258;MAR 1995;St Kitts & Nevis;Basseterre;15NTY013;Gsm Puteri Maritime S.A.;15NTY013;V4PU;IS;A1+A2;Hakata Zosen K.K.;Ehime, Japan;Steel;791;2218.000;73.140;5.500;4.750;0;4 stroke  /  1;1
8002731;General Cargo Ship;2195;JAN 1980;St Kitts & Nevis;Basseterre;19NGG341;Pilin Ship Management Ltd;19NGG341;V4TH3;IS;A1+A2+A3;JJ SIETAS SCHIFFSWERFT;HAMBURG, GERMANY;Steel;1233;3041.000;72.250;6.800;5.360;0;4 stroke  /  1;1
8305494;Tug;804;JAN 1983;Nigeria;Lagos ;09NWT003;Hercules Maritime  Limited;09NWT003;5NWD;IS;A1+A2;Halter Marine, Inc. ;Gulfport,MS,U.S.A.;Steel;241;1012.000;58.670;4.570;3.920;0;2 stroke  /  2;2
8806242;Livestock Carrier;5877;JAN 1989;Palau;Malakal Harbor;19IDL001;ATLANTIC ROSE MARITIME LTD;19IDL001;T8A3212;IS;A1+A2+A3;Shikoku Dockyard Co.Ltd;JAPAN;Steel;2735;5311.000;136.020;10.500;7.800;0;2 stroke  /  2;1
NA;Fishing Vessel;189;JAN 2019;Senegal;Port of Dakar;23OFF004;DELPHINUS;23OFF004;;None Or Unclassed;;;;Steel;0;;22.460;3.230;;0;  /  0;0
9132624;General Cargo Ship;6049;OCT 1995;Palau;Malakal Harbor;22NDG007;Wafa Shipping SA;22NDG007;T8A4033;IS;A1+A2+A3;HIGAKI SHIPBUILDING CO.LTD;JAPAN;Steel;2766;7732.000;94.560;13.100;7.890;0;4 stroke  /  1;1
9486104;Tug;1373;JAN 2009;Palau;Malakal Harbor;19IWT232;VINO INTERNATIONAL;19IWT232;T8A3262;ABS;A1+A2;GULJIAN SHIPBUIILDING CO. LTD;CHINA;;411;;;;;0;  /  0;0
NA;Fishing Vessel;179;JAN 1974;Senegal;Port of Dakar;22OFF003;SOPASEN;22OFF003;;None Or Unclassed;;;;Steel;0;;31.560;3.780;;0;  /  0;0
NA;Supply Boat/Vessel;96;JAN 1985;Nigeria;Lagos ;07NYI001;Land-Sea Energy Services Limited;07NYI001;5NUD;IS;A1;GULF CRAFT INC. ;PATTERSON LA.USA;Aluminium Alloy;65;;39.000;1.120;;0;4 stroke  /  4;4
9258363;Oil Tanker;27969;SEP 2002;Panama;Panama;20ITY012;AURORA SHIPPING LIMITED;20ITY012;HO5996;ABS;A1+A2+A3;MINAMINIPPON SHIPBUILDING CO.,LTD;JAPAN;;12193;;;;;0;  /  0;0
8517566;Chemical/Oil Products Tanker;3814;MAR 1986;Palau;Malakal Harbor;12NOC001;Seven Star Shipping Inc;12NOC001;T8A3539;IS;A1+A2;Hakata Zosen K.K.;Imabari, Ehime,Japan;Steel;1657;6720.000;106.860;8.200;6.930;0;4 stroke  /  2;1
9564358;Tug;279;AUG 2009;Palau;Malakal Harbor;22IYY006;Safeen Marine 13 Limited;22IYY006;T8A4026;IRS;A1+A2+A3;;;Steel;83;497.000;30.200;4.600;3.800;0;  /  0;2
9589475;Anchor handling tug supply;1259;JAN 2011;Palau;Malakal Harbor;08NEH002;Silver Ocean Trace SDN BHD;08NEH002;T8A2102;IS;A1+A2+A3;Berjaya Dockyard Sdn Bhd;Miri, Malaysia;Steel;377;1219.000;59.200;5.500;4.750;0;4 stroke  /  2;2
9427861;Tug;252;FEB 2007;Bahrain;Bahrain;22IYY001;AWAL CONTRACTING & TRADING CO (AWALCO) WLL;22IYY001;A9D2895;ABS;;BENG BU SHEN ZHOU MACHINERY CO., LTD.;China;;75;;29.500;4.160;3.900;0;  /  0;0
9041502;Product Tanker;3262;JAN 1992;Panama;Panama;19ITT511;Swiss Carriers S.A;19ITT511;3EWL4;BV;A1+A2+A3;HIGAKI ZOSEN, IMABARI;JAPAN;Steel;1497;4898.000;96.750;7.510;6.590;15;4 stroke  /  1;1
8688078;Deck Cargo Ship;1076;MAR 2014;St Kitts & Nevis;Basseterre;23IDD002;Gera Shipping SA;23IDD002;V4FY5;ABS;A1;LOCA MUHENDISLIK GEMI MAKINA PLASTIL VE GIDA SAN. TIC. LTD. STI.;Turkey;Steel;323;1250.000;71.500;3.500;1.850;0;4 stroke  /  3;3
7702994;General Cargo Ship;1951;JAN 1977;St Kitts & Nevis;Basseterre;17NGG016;AYA ZANOUBYA SHIPPING CO.;17NGG016;V4NW2;IS;A1+A2;MESSRS TILLE SCHEEPSBOUN KOOTSTERTILLE;Kootstertille , Netherlands;Steel;1047;3214.000;74.580;6.600;5.500;0;2 stroke  /  1;1
8200917;Tug;140;APR 1982;St Kitts & Nevis;Basseterre;23SYY004;GREEN FLAG INC.;23SYY004;V4FG5;None Or Unclassed;Radiotephony;;SINGAPORE;;6;0.000;23.500;3.130;2.510;0;  /  0;0
7408914;Offshore Tug;1782;JAN 1975;Palau;Malakal Harbor;13IWO007;Hybridline Meridian Sdn. Bhd;13IWO007;T8A2596;IS;A1+A2+A3;ELSFETHER WERFT AG - ELSFLETH;GERMANY;Steel;535;1540.000;70.010;7.250;6.300;0;4 stroke  /  2;2
9229893;Tug;250;APR 2000;St Kitts & Nevis;Basseterre;21IYY001;Go Shipping & Management Inc;21IYY001;V4HV4;BV;A1+A2+A3;Kouan Shipbuilding Industry Co;China;Steel;75;0.000;27.010;4.240;3.950;0;  /  0;0
9184847;Bulk Carrier;38468;MAR 1999;Panama;Panama;23IBA016;PHOENICIA MARITIME SHIPPING SERVICES LTD.;23IBA016;3FFF9;NK;A1+A2+A3;;;;25116;74063.000;225.000;19.100;13.870;0;  /  0;0
9236353;Crude Oil Tanker;84789;JAN 2003;Palau;Malakal Harbor;21IOA003;Monumont Ship Management Ltd;21IOA003;T8A3581;BV;A1+A2+A3;;South Korea;Steel;53755;165293.000;265.070;23.100;17.000;0;  /  0;0
9256016;Oil Tanker;39085;JAN 2003;Djibouti;Djibouti;21NOH001;Harbour Ship Management Ltd;21NOH001;J2GK;IS;A1+A2+A3;Koyo Dockyard Co Ltd;Japan;Steel;19936;68467.000;228.540;19.500;13.200;0;4 stroke  /  1;1
9499216;Landing Craft;1989;JAN 2008;Palau;Malakal Harbor;19NOL124;Salem Al Makrani Cargo Co.;19NOL124;T8A2008;IS;A1+A2;Taixing Xingang Ship Co Ltd;Taixing, Jiangsu,China;Steel;597;2977.000;81.800;4.500;2.300;0;4 stroke  /  2;2
NA;Hopper Barge;118;JAN 1989;Palau;Malakal Harbor;22UNH001;Flagship Marine Management Ltd;22UNH001;T8A3799;Others;A1;Scheepswerfa Baars AZN;Sliedrecht;Steel;62;124.000;40.700;2.470;2.470;0;  /  0;0
NA;Hopper Barge;118;JAN 1964;Palau;Malakal Harbor;22UNH002;Flagship Marine Management Ltd;22UNH002;T8A3798;Others;A1;Scheepswerfa Baars AZN;Sliedrecht;Steel;62;124.000;40.700;2.470;2.470;0;  /  0;0
NA;Hopper Barge;129;JAN 1991;Palau;Malakal Harbor;22UNH003;Flagship Marine Management Ltd;22UNH003;T8A3800;Others;A1;IHC DE KLOP;Sliedrecht;Steel;60;357.000;43.120;2.420;2.420;0;  /  0;0
NA;Hopper Barge;129;JAN 1991;Palau;Malakal Harbor;22UNH004;Flagship Marine Management Ltd;22UNH004;T8A3801;Others;A1;IHC DE KLOP;Sliedrecht;Steel;60;357.000;43.120;2.420;2.420;0;  /  0;0
NA;Supply Boat/Vessel;13;JAN 1995;St Kitts & Nevis;Basseterre;23UTS001;Somagec Djibouti FZE;23UTS001;V4HC5;Others;A1;;;;5;;10.300;1.500;;0;  /  0;0
7504598;Livestock Carrier;36387;JAN 1978;Palau;Malakal Harbor;22NDL001;Hijazi & Ghosheh Co;22NDL001;T8A4043;IS;A1+A2+A3;CH DE L´ATLANTIQUE;ST. NAZAIRE_FRANCE;Steel;15876;18203.000;204.150;16.300;10.500;0;4 stroke  /  2;1
9321598;Anchor handling tug supply;1868;JAN 2005;Panama;Panama;21IYA004;Baltic Marine Services LLC;21IYA004;3EDD2;BV;A1+A2+A3;PAN UNITED SHIPYARD;SINGAPORE;;588;;61.100;5.800;;0;  /  0;0
8101393;Catamaran;188;JAN 1981;St Kitts & Nevis;Basseterre;00OYH004;DGM BAMEDHAF SHIPPING AGENCY;00OYH004;V4UP3;None Or Unclassed;A1+A2;WESTAMARIN A/S MANDAL, NORGE;NORWAY;Aluminium Alloy;68;50.000;24.620;2.910;2.180;0;4 stroke  /  2;2
NA;Floating Dock;5803;JUL 1993;Palau;Malakal Harbor;23NNF001;SHENZHEN CHANGSHENG MARINE ENGINEERING LTD;23NNF001;T8A4124;IS;A1+A2;Goko Ship building Co. Ltd;Fukuoka, Japan;Steel;1740;10941.200;62.000;27.500;4.200;0;  /  0;0
9258181;Tug;87.5;APR 2002;Palau;;21SYY006;BAR MARINE SERVICES LTD;21SYY006;T8A3659;Others;A1;;;;87.5;130.000;22.500;3.250;2.560;0;  /  0;2
8602385;General Cargo Ship;6425;JAN 1989;Palau;Malakal Harbor;13NGG009;BARBOUNY MARITIME LTD;13NGG009;T8A2035;NK;A1+A2+A3;Tianjin Xingang Shipyard;Tianjin, China;Steel;320;8795.400;;10.400;;0;  /  0;1
9271951;Chemical/Oil Products Tanker;28114;SEP 2004;Panama;Panama;20ITN011;BARCAN SHIPPING LIMITED;20ITN011;H9QL;LR;A1+A2+A3;SHIN KURUSHIMA DOCKYARD CO.,LTD;JAPAN;;11660;;;;;0;  /  0;0
NA;Barge/Pontoon;1200;JAN 1900;India;;18ONO043;;18ONO043;;None Or Unclassed;;;;;0;;;;;0;  /  0;0
8891388;Deck Cargo Ship;493;JAN 1995;Madagascar;Majunga (Mahajanga);21IDD005;COLAS MADAGASCAR;21IDD005;5RVI;BV;A1+A2+A3;RAJANG MAJU;Malaysia;Steel;140;678.000;45.000;3.050;;0;4 stroke  /  2;0
8725644;General Cargo Ship;2466;DEC 1985;Palau;Malakal Harbor;20OGG310;Marlin Denizcilik Teknik Danismanlik Hizmetleri Limited Sirketi;20OGG310;T8A3627;IS;A1+A2;Krasnoye Sormovo;Russia;Steel;1065;3346.000;114.020;5.500;3.810;0;4 stroke  /  2;2
9288370;Oil Tanker;26909;JUN 2004;Panama;Panama;21IOH018;Sea Trade Marine S.A;21IOH018;3E3531;ABS;A1+A2+A3;Onomichi Dockyard Co Ltd;Japan;Steel;13486;46999.000;172.600;18.100;12.520;0;  /  0;0
9588407;Bulk Carrier;22137;JUL 2011;Panama;Panama;21IBA001;SR NAVIGATION S.A;21IBA001;3ELR3;NK;A1+A2+A3;Zhejiang Jingang Shipbuilding Co Ltd;China;Steel;11328;34264.000;179.500;15.200;10.650;0;  /  0;1
9082221;Chemical/Oil Products Tanker;3627;JAN 1994;Nigeria;Lagos ;13NTN011;Ship & Shore Services Limited;13NTN011;5NFH4;IS;A1+A2;APPLEDORE SHIPBUILDERS;UK;Steel;1892;6248.000;102.090;9.000;6.000;0;4 stroke  /  1;1
9030711;Crude Oil Tanker;8744;JAN 1993;Nigeria;Lagos ;17NOH001;Ship & Shore Services Limited;17NOH001;5NFH3;IS;A1+A2;FICANTIERI CANTIERI NAVALIITALIANI S.P.A;ITALY;Steel;2945;11404.000;135.000;11.000;;0;4 stroke  /  1;1
7531333;Tug;238;MAR 1977;Palau;Malakal Harbor;23IYY008;B.A.S Shipping Ltd;23IYY008;T8A3982;RINA;A1+A2+A3;;Italy;Steel;71;287.000;30.710;4.410;3.950;0;  /  0;0
9210701;General Cargo Ship;7111;JAN 2000;Panama;Panama;12IGG006;Basel Maritime Ltd;12IGG006;3EMK5;RINA;A1+A2+A3;New Century Shipbuilding Co Ltd;Jiangsu, China;;3482;;;;;0;  /  0;1
8877136;Crew Boat;139;FEB 1995;Nigeria;Lagos ;23IDJ001;Southgate Security And Fire Systems Limited;23IDJ001;5OVW;RINA;A1+A2;CRESTITALIA SRL - AMEGLIA;ITALY;Reinforced Plastic;41;100.000;26.790;3.300;1.200;0;4 stroke  /  2;2
9132600;Crew Boat;139;JUL 1995;Palau;Malakal Harbor;23IDJ002;DG Risk Consultants Ltd;23IDJ002;T8A4172;IS;A1+A2;CRESTITALIA SRL - AMEGLIA;ITALY;Reinforced Plastic;41;95.000;26.790;3.300;1.200;0;4 stroke  /  2;2
NA;Barge/Pontoon;822;JAN 2014;St Kitts & Nevis;Basseterre;23UNB003;Somagec Djibouti FZE;23UNB003;V4GK5;None Or Unclassed;A1;Sahin Celik;Turkey;Steel;247;;49.900;3.400;2.470;0;  /  0;0
5419012;Fishing Vessel;179;JAN 1963;Senegal;Port of Dakar;21OFF021;ARMEMENT CARTON;21OFF021;6VUL;None Or Unclassed;A1;;;;59;0.000;31.860;3.610;2.850;0;  /  0;0
7636913;Tug;423;JAN 1978;Nigeria;Lagos ;19IWT385;Ship & Shore Services Limited;19IWT385;5NVO3;LR;A1;HALL RUSSEL & COMPANY LIMITED;UNITED KINGDOM;Steel;126;185.000;37.250;5.230;4.380;0;4 stroke  /  2;2
9162760;General Cargo Ship;6154;MAY 1997;Palau;Malakal Harbor;22IDG010;FRIENDS SHIPPING CO - Dubai;22IDG010;T8A3917;NK;A1+A2+A3;NISHI SHIPBUILDING CO. LTD.;JAPAN;Steel;3097;8527.000;100.640;13.000;8.180;0;2 stroke  /  1;1
8721533;General Cargo Ship;2998;NOV 1988;Panama;Panama;19OGG409;Hamza Shipping Co;19OGG409;H8LL;Others;A1+A2;Slovenske Lodenice;Czech Republic;Steel;999;3337.000;115.800;6.000;4.130;0;4 stroke  /  2;2
9044061;General Cargo Ship;4233;APR 1992;Palau;Malakal Harbor;13IGG106;BROTHERS SHIPPING CO;13IGG106;T8A2604;PRS;A1+A2+A3;DAEDONG SHIPBUILDING CO LTD BUSAN;KOREA;Steel;2598;6817.000;110.800;8.550;6.860;0;4 stroke  /  1;1
7222695;Deck Cargo Ship;222;DEC 1972;Palau;Malakal Harbor;23IDD003;Camelot Maritime Gemi Isletmeciligi Ltd Sti;23IDD003;T8A4479;LR;;;;;66;211.000;33.200;3.000;2.210;0;  /  0;0
8008228;Offshore Support Vessel;398;OCT 1981;Cameroon;Port of Kribi;19SEO484;Pan Slavage Inc;19SEO484;TJMC151;PMDS;A1+A2;Machinefabriek Maaskant B.V;The Netherlands;Steel;119;676.000;39.800;4.720;3.800;0;4 stroke  /  1;1
8418356;General Cargo Ship;4299;JAN 1984;Palau;Malakal Harbor;20OGG146;BELLA SHIPPING CO. LTD.;20OGG146;T8A3422;Others;A1+A2;DONG SHIP BUILDING;KOREA;Steel;2696;6845.920;103.100;8.550;;0;  /  0;0
9830848;Crew Utility/Supply Vessel;180;JAN 2017;Palau;Malakal Harbor;15NEB021;Capt. Elsayed Salama;15NEB021;T8A2598;IS;;Black Gold Shipyard;Port Said, Egypt;Steel;60;196.000;30.200;;2.700;0;4 stroke  /  2;2
9424625;Oil Product Tanker;700;JAN 2006;Sudan;Port Sudan;06NTP001;Coral For Bunkering & Services Co. Ltd.;06NTP001;STBS;IS;A1;Port Said Marine Shipyard;Port Said, Egypt;;0;;;;;0;  /  0;2
8121537;Tug;454;OCT 1982;Panama;Panama;22UYY002;SPRING FISH CO. LTD;22UYY002;HOA2233;None Or Unclassed;A1+A2;Maaskant Machinefab;;;136;;40.190;4.350;5.100;0;  /  0;0
8513003;Oil Tanker;1941;JAN 1985;St Kitts & Nevis;Basseterre;07ITY002;Gs Marine S.A.;07ITY002;V4FQ2;NK;A1+A2+A3;Kambara Marine Development & Shbldg;Hiroshima, Japan;;0;;;;;0;  /  0;1
9114050;General Cargo Ship;6275;MAY 1995;Palau;Malakal Harbor;22SDG004;BROTHERS SHIPPING CO;22SDG004;T8A3812;IS;A1+A2+A3;SHIN KOCHI JYUKO CO. LTD.;JAPAN;Steel;3891;8691.000;100.560;13.000;8.220;0;  /  0;0
9154567;Bulk Carrier;25807;APR 1998;Panama;Panama;13CBB124;Best Honor International Shipping Limited;13CBB124;3FPP7;RINA;A1+A2+A3;Oshima Shipbuilding Co Ltd;Nagasaki, Japan;;16061;;;;;0;  /  0;1
9167368;Bulk Carrier;35885;SEP 1997;Panama;Panama;08IBB003;Grand Star Shipping Limitedem Ce;08IBB003;3FQA7;RINA;A1+A2+A3;;;;23407;;;;;0;  /  0;0
9363508;General Cargo Ship;5232;JUL 2006;Panama;Panama;23IDG002;Ant Shipping Corp;23IDG002;3E2259;DNV;A1+A2+A3;;;Steel;2382;6399.000;115.480;7.950;5.700;0;  /  0;1
NA;Fishing Vessel;227.87;JAN 1966;Senegal;Port of Dakar;21OFF026;SOPASEN;21OFF026;;None Or Unclassed;A1+A2+A3;;;Steel;0;;32.440;3.670;;0;  /  0;0
9234654;Crude Oil Tanker;161233;SEP 2002;Panama;Panama;21IOA001;RUHONG SHIP MANAGEMENT LIMITED;21IOA001;3FML5;LR;A1+A2+A3;korea;Hyundai Heavey Industries co ltd;Steel;110526;306999.000;333.000;30.400;21.900;0;  /  0;0
7706615;Oil Product Tanker;917;JAN 1977;Palau;Malakal Harbor;09OTP004;Chitose Marine S.A.;09OTP004;T8A2541;None Or Unclassed;A1+A2;Yamanaka Zosen K.K.;Ehime, Japan;;0;;;;;0;  /  0;1
NA;Crane Barge;635;JAN 1981;St Kitts & Nevis;Basseterre;23UNC001;Somagec Djibouti FZE;23UNC001;V4GL5;None Or Unclassed;A1;;Holland;Steel;191;;38.400;3.000;2.100;0;  /  0;0
8019291;Chemical/Oil Products Tanker;2523;JAN 1981;Palau;Malakal Harbor;03IOC001;Al Khaleej Al Arabi Marine Diving Services;03IOC001;T8A3389;BV;A1+A2+A3;Nieuwe Noord Nederlandse Scheepswerven;Groningen, Netherlands;Steel;0;4156.000;85.980;6.900;5.820;0;4 stroke  /  1;1
NA;Passenger RO-RO Ferry;472;JAN 2020;Uganda;Jinja;20NPP001;Uganda National Roads Authority;20NPP001;;IS;;;;Steel;0;;44.000;3.000;;0;  /  0;0
NA;Crew Utility/Supply Vessel;55;JAN 2018;Senegal;Port of Dakar;21UYE001;Dani Shipping;21UYE001;;Others;A1;;;Steel;0;;18.850;2.500;;0;  /  0;0
9367097;Anchor handling tug supply;1621;APR 2006;Palau;Malakal Harbor;19IEH292;LEOPARD MARITIME INC.;19IEH292;T8A3614;PhRS;A1+A2+A3;Zamil Offshore Services Co Ltd;Al-Khubar, Saudi Arabia;Steel;486;1239.000;64.000;6.200;;0;  /  0;0
